typ;label;conc;test
CNG;corn gluten;68.560173;0
SFG;sun flower seed(gr);17.6411171;0
FRG;wheat (ung);13.6999998;0
CNG;corn gluten;64.9086304;0
TTS;soya meal;51.9863815;0
MPW;milk powder & whey;37.4955025;0
CNG;corn gluten;69.4841843;0
CLZ;rapeseed(ung);20.1799984;0
EHH;grass silage;13.3184004;0
TTS;soya meal;53.0011292;0
MPW;milk powder & whey;6.3829389;0
MPW;milk powder & whey;36.8709984;0
TTS;soya meal;52.6255722;0
TTS;soya meal;55.8620682;0
FRG;wheat (ung);10.5600004;0
PEE;maize wp;8.1599998;0
CNG;corn gluten;68.8516769;0
EHH;grass silage;15.3999996;0
MPW;milk powder & whey;17.1236458;0
SFG;sun flower seed(gr);12.3074665;0
TTS;soya meal;53.0542984;0
PEE;maize wp;7.5;0
PEE;maize wp;8.0;0
CLZ;rapeseed(ung);24.9300003;0
FFS;full fat soya;38.4957466;0
FFS;full fat soya;40.4525032;0
ANF;animal feed;50.9818039;0
MPW;milk powder & whey;26.2723484;0
FFS;full fat soya;40.3394127;0
ANF;animal feed;48.7603149;0
TTS;soya meal;49.4949493;0
CLZ;rapeseed(ung);19.5799999;0
MPW;milk powder & whey;15.0275698;0
TTS;soya meal;50.4504471;0
PEE;maize wp;7.4899998;0
SFG;sun flower seed(gr);12.591239;0
FFS;full fat soya;40.6374969;0
CNG;corn gluten;68.5114288;0
CNG;corn gluten;65.1448288;0
SFG;sun flower seed(gr);17.9720192;0
EHH;grass silage;19.2756157;0
MPW;milk powder & whey;35.6701393;0
FRG;wheat (ung);13.7299995;0
EHH;grass silage;11.7299995;0
FFS;full fat soya;40.5055161;0
TTS;soya meal;52.3699417;0
CLZ;rapeseed(ung);18.3700008;0
ANF;animal feed;50.1517487;0
FFS;full fat soya;39.3915329;0
CNG;corn gluten;66.2584;0
MPW;milk powder & whey;15.3817844;0
FRG;wheat (ung);10.4200001;0
EHH;grass silage;8.8699999;0
MPW;milk powder & whey;5.8851223;0
FRG;wheat (ung);12.0570002;0
MPW;milk powder & whey;10.9007492;0
PEE;maize wp;7.1999998;0
CNG;corn gluten;74.5713272;0
TTS;soya meal;50.7445564;0
PEE;maize wp;6.9499998;0
CLZ;rapeseed(ung);15.3000002;0
SFG;sun flower seed(gr);20.4923706;0
PEE;maize wp;10.2999992;0
TTS;soya meal;52.9076424;0
PEE;maize wp;8.3699999;0
TTS;soya meal;49.4382019;0
MPW;milk powder & whey;36.5566368;0
EHH;grass silage;15.3400002;0
FRG;wheat (ung);12.8800001;0
FRG;wheat (ung);12.6099997;0
EHH;grass silage;12.1199999;0
ANF;animal feed;54.6389198;0
TTS;soya meal;54.9828148;0
CNG;corn gluten;66.3763809;0
EHH;grass silage;26.2299995;0
ANF;animal feed;55.7785339;0
MPW;milk powder & whey;38.3822098;0
CLZ;rapeseed(ung);24.9659729;0
ANF;animal feed;59.5985069;0
ANF;animal feed;52.7246284;0
FRG;wheat (ung);12.6499996;0
ANF;animal feed;46.2947311;0
FFS;full fat soya;41.600872;0
EHH;grass silage;8.1000004;0
CLZ;rapeseed(ung);26.9596291;0
FFS;full fat soya;41.275074;0
FRG;wheat (ung);13.8999996;0
FRG;wheat (ung);13.1999998;0
CLZ;rapeseed(ung);23.0400009;0
EHH;grass silage;16.2900009;0
MPW;milk powder & whey;40.899498;0
CNG;corn gluten;63.475235;0
CLZ;rapeseed(ung);20.3799992;0
CLZ;rapeseed(ung);19.6900005;0
PEE;maize wp;6.0500002;0
MPW;milk powder & whey;27.7158794;0
TTS;soya meal;53.9160042;0
EHH;grass silage;9.3644667;0
PEE;maize wp;8.6099997;0
SFG;sun flower seed(gr);13.7648859;0
TTS;soya meal;52.4193535;0
CNG;corn gluten;66.5644379;0
CNG;corn gluten;65.6843872;0
CLZ;rapeseed(ung);22.7657719;0
CNG;corn gluten;65.3806381;0
MPW;milk powder & whey;38.166172;0
PEE;maize wp;7.8600001;0
FRG;wheat (ung);11.3699999;0
PEE;maize wp;8.1400003;0
FRG;wheat (ung);10.1400003;0
MPW;milk powder & whey;24.7280197;0
FRG;wheat (ung);11.9099998;0
TTS;soya meal;52.8064117;0
CLZ;rapeseed(ung);23.1499996;0
CLZ;rapeseed(ung);17.4400005;0
ANF;animal feed;55.1041069;0
CNG;corn gluten;64.954071;0
PEE;maize wp;7.0100002;0
FFS;full fat soya;40.3489952;0
MPW;milk powder & whey;27.8540287;0
TTS;soya meal;53.0612259;0
CLZ;rapeseed(ung);19.2800007;0
ANF;animal feed;48.7093315;0
SFG;sun flower seed(gr);19.2294235;0
FRG;wheat (ung);14.3699999;0
FRG;wheat (ung);11.5699997;0
CNG;corn gluten;69.1981506;0
CNG;corn gluten;67.3647079;0
MPW;milk powder & whey;38.1260719;0
FRG;wheat (ung);12.3000002;0
CLZ;rapeseed(ung);21.3899994;0
CNG;corn gluten;69.1897888;0
FFS;full fat soya;39.43396;0
MPW;milk powder & whey;22.6869411;0
TTS;soya meal;56.4719353;0
CLZ;rapeseed(ung);22.2399998;0
PEE;maize wp;7.0;0
CLZ;rapeseed(ung);21.6800003;0
FRG;wheat (ung);10.6000004;0
CNG;corn gluten;68.092308;0
FFS;full fat soya;43.7411613;0
CLZ;rapeseed(ung);25.7999992;0
MPW;milk powder & whey;16.2420254;0
CNG;corn gluten;64.8414688;0
EHH;grass silage;22.6399994;0
CLZ;rapeseed(ung);17.6499996;0
CLZ;rapeseed(ung);19.4599991;0
TTS;soya meal;54.9041748;0
TTS;soya meal;54.0137634;0
CLZ;rapeseed(ung);24.2299995;0
SFG;sun flower seed(gr);13.0211363;0
CNG;corn gluten;68.8401413;0
TTS;soya meal;56.1282921;0
ANF;animal feed;49.9844398;0
FFS;full fat soya;41.553669;0
MPW;milk powder & whey;12.4352932;0
MPW;milk powder & whey;37.4240379;0
EHH;grass silage;12.71;0
CLZ;rapeseed(ung);16.8799992;0
PEE;maize wp;9.3699999;0
CLZ;rapeseed(ung);32.2099991;0
SFG;sun flower seed(gr);19.8114376;0
CLZ;rapeseed(ung);19.6749001;0
PEE;maize wp;9.3400002;0
FRG;wheat (ung);8.04;0
CNG;corn gluten;64.2227859;0
FFS;full fat soya;39.8267555;0
EHH;grass silage;14.0200005;0
EHH;grass silage;19.7199993;0
FRG;wheat (ung);12.4200001;0
SFG;sun flower seed(gr);18.5644035;0
PEE;maize wp;8.7299995;0
CNG;corn gluten;71.1584015;0
CLZ;rapeseed(ung);20.2799988;0
CLZ;rapeseed(ung);19.5099983;0
TTS;soya meal;53.8728333;0
FRG;wheat (ung);11.4300003;0
ANF;animal feed;54.0353279;0
FRG;wheat (ung);12.8199997;0
TTS;soya meal;49.6080627;0
FRG;wheat (ung);13.5067997;0
SFG;sun flower seed(gr);15.3100538;0
MPW;milk powder & whey;27.7717896;0
FRG;wheat (ung);11.6999998;0
CNG;corn gluten;70.1165695;0
TTS;soya meal;51.0807724;0
ANF;animal feed;56.4087677;0
CNG;corn gluten;64.8850327;0
FRG;wheat (ung);11.1999998;0
FRG;wheat (ung);12.1700001;0
PEE;maize wp;7.02;0
ANF;animal feed;51.994812;0
PEE;maize wp;8.1999998;0
ANF;animal feed;51.0371628;0
TTS;soya meal;53.415451;0
EHH;grass silage;18.2299995;0
MPW;milk powder & whey;28.1908913;0
FFS;full fat soya;38.9067841;0
FRG;wheat (ung);11.9280005;0
EHH;grass silage;18.6599998;0
CLZ;rapeseed(ung);23.7399998;0
PEE;maize wp;8.3599997;0
CNG;corn gluten;63.9841766;0
PEE;maize wp;8.3074989;0
EHH;grass silage;11.8999996;0
TTS;soya meal;53.6585388;0
MPW;milk powder & whey;13.3308678;0
FFS;full fat soya;39.446022;0
CNG;corn gluten;70.098053;0
MPW;milk powder & whey;34.8397484;0
TTS;soya meal;55.311779;0
PEE;maize wp;9.5;0
FFS;full fat soya;40.4913979;0
FRG;wheat (ung);10.5100002;0
ANF;animal feed;45.9371223;0
TTS;soya meal;53.485714;0
SFG;sun flower seed(gr);18.9266415;0
CNG;corn gluten;69.8175278;0
EHH;grass silage;11.6099997;0
ANF;animal feed;51.1195564;0
EHH;grass silage;9.6599998;0
TTS;soya meal;54.3478241;0
MPW;milk powder & whey;37.1019859;0
TTS;soya meal;54.7537193;0
PEE;maize wp;8.0900002;0
MPW;milk powder & whey;33.3998184;0
FFS;full fat soya;39.8825722;0
EHH;grass silage;7.8899999;0
PEE;maize wp;8.54;0
ANF;animal feed;56.2721977;0
ANF;animal feed;54.6722031;0
ANF;animal feed;51.6705055;0
MPW;milk powder & whey;35.1650963;0
CNG;corn gluten;63.6334114;0
CNG;corn gluten;71.2108688;0
EHH;grass silage;14.6000004;0
CLZ;rapeseed(ung);20.7900009;0
FFS;full fat soya;40.6172714;0
FFS;full fat soya;41.5224609;0
FFS;full fat soya;40.2963257;0
MPW;milk powder & whey;38.5253448;0
FFS;full fat soya;39.6248589;0
TTS;soya meal;51.3574638;0
PEE;maize wp;8.2344341;0
CNG;corn gluten;72.4779968;0
CLZ;rapeseed(ung);23.2600002;0
FFS;full fat soya;40.841198;0
TTS;soya meal;53.971138;0
FRG;wheat (ung);10.8999996;0
CNG;corn gluten;68.4007111;0
EHH;grass silage;14.6899996;0
CNG;corn gluten;63.0124321;0
CLZ;rapeseed(ung);17.3999996;0
FFS;full fat soya;41.1645241;0
EHH;grass silage;6.9099998;0
PEE;maize wp;9.0200005;0
TTS;soya meal;51.4285698;0
MPW;milk powder & whey;23.6132603;0
FFS;full fat soya;41.6356964;0
CNG;corn gluten;64.9903793;0
PEE;maize wp;6.4299998;0
PEE;maize wp;7.5844836;0
FRG;wheat (ung);12.0799999;0
EHH;grass silage;13.8900003;0
FFS;full fat soya;40.8768997;0
FRG;wheat (ung);12.1800003;0
CNG;corn gluten;70.8785019;0
TTS;soya meal;55.0951843;0
CLZ;rapeseed(ung);23.7999992;0
SFG;sun flower seed(gr);19.9403648;0
FFS;full fat soya;41.6913528;0
EHH;grass silage;16.8199997;0
TTS;soya meal;47.9405022;0
PEE;maize wp;6.6500001;0
ANF;animal feed;52.6188049;0
FRG;wheat (ung);10.7200003;0
CNG;corn gluten;69.064415;0
FRG;wheat (ung);11.8500004;0
CNG;corn gluten;76.3258514;0
PEE;maize wp;9.0900002;0
FFS;full fat soya;46.1884041;0
FRG;wheat (ung);12.5200005;0
FFS;full fat soya;39.6139641;0
FFS;full fat soya;39.5803871;0
ANF;animal feed;56.8429871;0
PEE;maize wp;6.2599998;0
CLZ;rapeseed(ung);22.4972992;0
MPW;milk powder & whey;5.8705525;0
EHH;grass silage;11.7305002;0
FRG;wheat (ung);12.0299997;0
TTS;soya meal;50.2242165;0
SFG;sun flower seed(gr);16.9340649;0
FFS;full fat soya;39.8742943;0
FRG;wheat (ung);11.0;0
FRG;wheat (ung);13.3999996;0
CLZ;rapeseed(ung);19.9099998;0
PEE;maize wp;8.0799999;0
MPW;milk powder & whey;38.4911194;0
TTS;soya meal;53.4936981;0
CNG;corn gluten;68.7846451;0
EHH;grass silage;14.3400002;0
TTS;soya meal;55.5806122;0
EHH;grass silage;10.9399996;0
FRG;wheat (ung);12.5699997;0
TTS;soya meal;53.5879631;0
TTS;soya meal;55.7979355;0
FRG;wheat (ung);12.1000004;0
SFG;sun flower seed(gr);17.8461189;0
MPW;milk powder & whey;28.3210888;0
FRG;wheat (ung);12.6899996;0
FFS;full fat soya;41.0388794;0
TTS;soya meal;54.2635651;0
FFS;full fat soya;41.0563431;0
TTS;soya meal;52.4293785;0
PEE;maize wp;7.1799998;0
ANF;animal feed;53.7874413;0
MPW;milk powder & whey;13.2953892;0
CLZ;rapeseed(ung);22.4799995;0
FFS;full fat soya;40.7325211;0
SFG;sun flower seed(gr);11.0670853;0
MPW;milk powder & whey;10.3579693;0
EHH;grass silage;12.46;0
PEE;maize wp;7.8099999;0
TTS;soya meal;53.2721024;0
PEE;maize wp;7.1100001;0
MPW;milk powder & whey;23.7873993;0
CLZ;rapeseed(ung);18.4300003;0
MPW;milk powder & whey;12.1218204;0
PEE;maize wp;6.7800002;0
CLZ;rapeseed(ung);22.5599995;0
MPW;milk powder & whey;39.8041916;0
EHH;grass silage;16.5900002;0
FRG;wheat (ung);12.3000002;0
CLZ;rapeseed(ung);21.2399998;0
PEE;maize wp;6.6100001;0
CLZ;rapeseed(ung);20.7299995;0
CNG;corn gluten;71.5982437;0
EHH;grass silage;12.8800001;0
CNG;corn gluten;73.0455475;0
FFS;full fat soya;41.3335876;0
EHH;grass silage;17.0;0
CLZ;rapeseed(ung);22.1200008;0
FRG;wheat (ung);12.1199999;0
TTS;soya meal;53.898304;0
PEE;maize wp;6.6799998;0
CLZ;rapeseed(ung);27.5699997;0
MPW;milk powder & whey;26.1546574;0
EHH;grass silage;18.1000004;0
MPW;milk powder & whey;22.6976871;0
PEE;maize wp;7.77;0
EHH;grass silage;11.3199997;0
FRG;wheat (ung);11.1599998;0
ANF;animal feed;51.7629814;0
CLZ;rapeseed(ung);19.2999992;0
ANF;animal feed;53.5934486;0
ANF;animal feed;55.9330826;0
ANF;animal feed;59.5290756;0
MPW;milk powder & whey;37.3025398;0
CNG;corn gluten;69.9990616;0
SFG;sun flower seed(gr);14.173667;0
PEE;maize wp;7.04;0
EHH;grass silage;26.7199993;0
MPW;milk powder & whey;36.2748413;0
TTS;soya meal;54.3351326;0
PEE;maize wp;7.8499999;0
PEE;maize wp;8.1000004;0
FRG;wheat (ung);11.1999998;0
CNG;corn gluten;64.3754654;0
PEE;maize wp;9.2799997;0
EHH;grass silage;19.2099991;0
CLZ;rapeseed(ung);20.3500004;0
SFG;sun flower seed(gr);21.3169765;0
ANF;animal feed;51.8334541;0
MPW;milk powder & whey;22.1903439;0
MPW;milk powder & whey;39.3545418;0
ANF;animal feed;53.5077248;0
ANF;animal feed;51.0502052;0
PEE;maize wp;7.73;0
TTS;soya meal;54.2334099;0
TTS;soya meal;52.4616966;0
CLZ;rapeseed(ung);19.3600006;0
CNG;corn gluten;68.2533188;0
MPW;milk powder & whey;39.140873;0
PEE;maize wp;6.9299998;0
CNG;corn gluten;69.3833008;0
PEE;maize wp;8.216917;0
FFS;full fat soya;41.2696075;0
MPW;milk powder & whey;23.0266228;0
EHH;grass silage;14.7200003;0
FRG;wheat (ung);11.8199997;0
FFS;full fat soya;43.5265808;0
PEE;maize wp;9.7764263;0
ANF;animal feed;54.7694702;0
CLZ;rapeseed(ung);21.8899994;0
PEE;maize wp;6.7299995;0
FRG;wheat (ung);7.6399999;0
PEE;maize wp;7.8000002;0
MPW;milk powder & whey;12.3369389;0
CNG;corn gluten;66.3852997;0
FFS;full fat soya;35.2318611;0
EHH;grass silage;17.6699982;0
FFS;full fat soya;40.7693024;0
EHH;grass silage;11.5200005;0
ANF;animal feed;49.9401894;0
ANF;animal feed;51.0793304;0
TTS;soya meal;55.6313972;0
CLZ;rapeseed(ung);17.0;0
CNG;corn gluten;67.0370331;0
PEE;maize wp;8.75;0
PEE;maize wp;8.6499996;0
ANF;animal feed;52.3739738;0
CLZ;rapeseed(ung);22.2600002;0
ANF;animal feed;55.1705742;0
CNG;corn gluten;68.2527695;0
FRG;wheat (ung);10.3500004;0
FFS;full fat soya;39.7801971;0
EHH;grass silage;13.0200005;0
FRG;wheat (ung);11.6000004;0
CLZ;rapeseed(ung);18.3500004;0
CLZ;rapeseed(ung);16.4599991;0
MPW;milk powder & whey;32.7117348;0
PEE;maize wp;7.48;0
MPW;milk powder & whey;23.4656334;0
SFG;sun flower seed(gr);17.8737679;0
FFS;full fat soya;39.371315;0
TTS;soya meal;51.9208374;0
EHH;grass silage;19.7700005;0
CNG;corn gluten;66.9199524;0
ANF;animal feed;49.4767227;0
FRG;wheat (ung);11.7600002;0
CLZ;rapeseed(ung);20.6900005;0
FRG;wheat (ung);12.4700003;0
FRG;wheat (ung);9.2399998;0
PEE;maize wp;7.5999999;0
MPW;milk powder & whey;37.6955452;0
EHH;grass silage;10.75;0
SFG;sun flower seed(gr);16.3425579;0
TTS;soya meal;52.8326111;0
PEE;maize wp;7.4199996;0
EHH;grass silage;14.3599997;0
EHH;grass silage;20.1099987;0
FFS;full fat soya;38.7322845;0
TTS;soya meal;56.0948105;0
ANF;animal feed;56.7038345;0
FFS;full fat soya;40.9481277;0
CLZ;rapeseed(ung);26.1900005;0
SFG;sun flower seed(gr);15.8093204;0
FRG;wheat (ung);11.0;0
TTS;soya meal;53.3333321;0
CNG;corn gluten;68.3970947;0
FRG;wheat (ung);12.3000002;0
MPW;milk powder & whey;21.4938774;0
ANF;animal feed;50.7662773;0
CNG;corn gluten;71.5337601;0
CNG;corn gluten;69.6900787;0
ANF;animal feed;50.7875862;0
CNG;corn gluten;67.7235794;0
ANF;animal feed;46.1574898;0
PEE;maize wp;7.6999998;0
ANF;animal feed;53.8834343;0
CLZ;rapeseed(ung);22.8899994;0
TTS;soya meal;54.1189919;0
TTS;soya meal;53.2753983;0
EHH;grass silage;20.2900009;0
CLZ;rapeseed(ung);23.5599995;0
CLZ;rapeseed(ung);19.4899998;0
CLZ;rapeseed(ung);18.7999992;0
PEE;maize wp;8.8299999;0
SFG;sun flower seed(gr);18.3915939;0
ANF;animal feed;54.5970497;0
ANF;animal feed;55.8982201;0
TTS;soya meal;53.9884377;0
MPW;milk powder & whey;13.4077806;0
PEE;maize wp;5.8699999;0
FFS;full fat soya;40.7339401;0
MPW;milk powder & whey;11.9946699;0
EHH;grass silage;9.1199999;0
PEE;maize wp;8.6899996;0
TTS;soya meal;50.6358376;0
CNG;corn gluten;64.9281464;0
EHH;grass silage;10.0100002;0
ANF;animal feed;46.4083061;0
SFG;sun flower seed(gr);14.3532314;0
ANF;animal feed;50.2820969;0
ANF;animal feed;49.4649048;0
FRG;wheat (ung);13.1499996;0
MPW;milk powder & whey;28.2181206;0
ANF;animal feed;52.8156815;0
TTS;soya meal;52.3163834;0
EHH;grass silage;9.3000002;0
EHH;grass silage;26.2715149;0
ANF;animal feed;52.2013474;0
CNG;corn gluten;66.8334732;0
MPW;milk powder & whey;22.8657761;0
MPW;milk powder & whey;25.6693668;0
EHH;grass silage;17.1100006;0
FFS;full fat soya;44.9482613;0
EHH;grass silage;15.3199997;0
PEE;maize wp;8.9700003;0
CNG;corn gluten;65.7048492;0
CNG;corn gluten;69.247673;0
MPW;milk powder & whey;6.5224061;0
FRG;wheat (ung);13.3100004;0
ANF;animal feed;49.6210136;0
SFG;sun flower seed(gr);16.5516949;0
CLZ;rapeseed(ung);22.7199993;0
PEE;maize wp;7.8299999;0
FFS;full fat soya;44.6257057;0
FRG;wheat (ung);13.6999998;0
PEE;maize wp;7.3899999;0
TTS;soya meal;54.464286799999996;0
TTS;soya meal;54.6803665;0
FRG;wheat (ung);12.6660004;0
CNG;corn gluten;71.9637756;0
FFS;full fat soya;41.9548531;0
PEE;maize wp;7.4899998;0
PEE;maize wp;7.3299999;0
CNG;corn gluten;66.4728241;0
EHH;grass silage;17.0944004;0
CLZ;rapeseed(ung);21.317873;0
CLZ;rapeseed(ung);22.3121128;0
ANF;animal feed;56.1381226;0
ANF;animal feed;49.3839455;0
SFG;sun flower seed(gr);21.5811405;0
EHH;grass silage;13.3400002;0
MPW;milk powder & whey;5.6174407;0
FFS;full fat soya;40.789959;0
TTS;soya meal;52.9885063;0
EHH;grass silage;15.3000002;0
FRG;wheat (ung);11.9700003;0
SFG;sun flower seed(gr);11.5994177;0
FRG;wheat (ung);13.6999998;0
TTS;soya meal;53.4665794;0
FFS;full fat soya;37.9277191;0
CLZ;rapeseed(ung);23.6700001;0
FFS;full fat soya;41.0481186;0
ANF;animal feed;56.9043045;0
FFS;full fat soya;37.3971519;0
PEE;maize wp;4.77;0
FRG;wheat (ung);11.0500002;0
CNG;corn gluten;64.6859665;0
MPW;milk powder & whey;24.3932419;0
TTS;soya meal;52.0547943;0
ANF;animal feed;49.0300598;0
FFS;full fat soya;39.2088051;0
TTS;soya meal;54.2626724;0
CNG;corn gluten;68.6721725;0
PEE;maize wp;7.25;0
TTS;soya meal;54.7344131;0
CNG;corn gluten;69.6118546;0
FFS;full fat soya;40.2114906;0
CNG;corn gluten;62.481369;0
CNG;corn gluten;70.809227;0
ANF;animal feed;51.4405441;0
CLZ;rapeseed(ung);23.4062996;0
TTS;soya meal;56.42202;0
MPW;milk powder & whey;12.8327284;0
CLZ;rapeseed(ung);16.3799992;0
CLZ;rapeseed(ung);21.7721577;0
EHH;grass silage;8.5;0
PEE;maize wp;6.7999997;0
TTS;soya meal;56.8828201;0
MPW;milk powder & whey;5.3059411;0
FFS;full fat soya;40.1360893;0
PEE;maize wp;5.9400001;0
CNG;corn gluten;67.7041855;0
TTS;soya meal;47.972187;0
SFG;sun flower seed(gr);15.0577869;0
FRG;wheat (ung);11.5200005;0
PEE;maize wp;5.4899998;0
FFS;full fat soya;38.8748398;0
EHH;grass silage;16.8999996;0
PEE;maize wp;7.5300002;0
EHH;grass silage;8.3299999;0
FFS;full fat soya;39.0143471;0
PEE;maize wp;9.5799999;0
EHH;grass silage;12.0699997;0
MPW;milk powder & whey;23.4805832;0
EHH;grass silage;23.1700001;0
MPW;milk powder & whey;36.3861961;0
SFG;sun flower seed(gr);10.9163351;0
FRG;wheat (ung);13.1999998;0
MPW;milk powder & whey;5.7941618;0
PEE;maize wp;8.5799999;0
FRG;wheat (ung);12.6999998;0
TTS;soya meal;49.8853226;0
CNG;corn gluten;69.5661926;0
ANF;animal feed;50.429821;0
CNG;corn gluten;69.1439438;0
TTS;soya meal;51.949543;0
CNG;corn gluten;64.6671829;0
FRG;wheat (ung);12.1999998;0
PEE;maize wp;5.9899998;0
EHH;grass silage;20.5100002;0
ANF;animal feed;56.800724;0
TTS;soya meal;54.3554001;0
FFS;full fat soya;38.2118835;0
FFS;full fat soya;39.9783173;0
EHH;grass silage;20.9499989;0
CLZ;rapeseed(ung);14.4700003;0
PEE;maize wp;6.3099999;0
SFG;sun flower seed(gr);17.586729;0
EHH;grass silage;13.3500004;0
FRG;wheat (ung);11.8400002;0
PEE;maize wp;7.0100002;0
CLZ;rapeseed(ung);20.6200008;0
FFS;full fat soya;40.9642372;0
CLZ;rapeseed(ung);16.7900009;0
CLZ;rapeseed(ung);20.6700001;0
TTS;soya meal;52.272728;0
SFG;sun flower seed(gr);16.9104862;0
TTS;soya meal;53.189064;0
CNG;corn gluten;65.9709167;0
ANF;animal feed;53.9804459;0
EHH;grass silage;16.6299992;0
MPW;milk powder & whey;37.9243279;0
PEE;maize wp;7.25;0
PEE;maize wp;7.75;0
TTS;soya meal;52.5171623;0
ANF;animal feed;55.7937279;0
CLZ;rapeseed(ung);19.1700001;0
TTS;soya meal;52.4571419;0
FFS;full fat soya;39.244381;0
ANF;animal feed;55.0417824;0
MPW;milk powder & whey;13.1492453;0
PEE;maize wp;7.7399998;0
SFG;sun flower seed(gr);19.0869045;0
PEE;maize wp;7.6700001;0
FFS;full fat soya;41.367794;0
SFG;sun flower seed(gr);14.1571951;0
MPW;milk powder & whey;12.2613478;0
CNG;corn gluten;70.7973175;0
CLZ;rapeseed(ung);19.3400002;0
TTS;soya meal;54.2099228;0
ANF;animal feed;56.6612892;0
TTS;soya meal;54.176075;0
PEE;maize wp;7.9000001;0
ANF;animal feed;50.7892075;0
EHH;grass silage;13.5699997;0
ANF;animal feed;49.1204948;0
MPW;milk powder & whey;38.0801735;0
EHH;grass silage;19.6000004;0
EHH;grass silage;10.1400003;0
ANF;animal feed;49.7677231;0
ANF;animal feed;53.003624;0
PEE;maize wp;6.6999998;0
PEE;maize wp;7.3299999;0
EHH;grass silage;15.6000004;0
MPW;milk powder & whey;4.9100442;0
FFS;full fat soya;44.4560738;0
CNG;corn gluten;67.1317596;0
EHH;grass silage;16.3999996;0
CLZ;rapeseed(ung);20.4799995;0
CNG;corn gluten;68.9718781;0
TTS;soya meal;54.5246277;0
FFS;full fat soya;37.6257019;0
SFG;sun flower seed(gr);12.5658216;0
CLZ;rapeseed(ung);25.8599987;0
CLZ;rapeseed(ung);26.6772404;0
CLZ;rapeseed(ung);19.4306946;0
MPW;milk powder & whey;24.1080418;0
EHH;grass silage;16.75;0
FRG;wheat (ung);11.6700001;0
EHH;grass silage;14.25;0
PEE;maize wp;8.2600002;0
EHH;grass silage;16.3599987;0
TTS;soya meal;51.1286697;0
FRG;wheat (ung);12.71;0
ANF;animal feed;57.5593109;0
PEE;maize wp;9.1099997;0
CNG;corn gluten;70.8796921;0
TTS;soya meal;53.8724365;0
FFS;full fat soya;41.2301331;0
EHH;grass silage;12.5699997;0
PEE;maize wp;7.6563354;0
FRG;wheat (ung);13.3299999;0
CLZ;rapeseed(ung);32.7900009;0
CLZ;rapeseed(ung);19.0200005;0
CLZ;rapeseed(ung);19.8199997;0
PEE;maize wp;7.68608;0
MPW;milk powder & whey;38.8403549;0
TTS;soya meal;54.176075;0
CLZ;rapeseed(ung);23.1800003;0
FRG;wheat (ung);13.6999998;0
MPW;milk powder & whey;12.0312099;0
TTS;soya meal;50.5107841;0
TTS;soya meal;52.7088051;0
CLZ;rapeseed(ung);18.8899994;0
ANF;animal feed;50.151516;0
PEE;maize wp;7.0900002;0
FRG;wheat (ung);13.3999996;0
MPW;milk powder & whey;35.6492882;0
FRG;wheat (ung);12.0799999;0
ANF;animal feed;52.5328217;0
CNG;corn gluten;65.4423065;0
ANF;animal feed;49.2838516;0
FRG;wheat (ung);12.5999994;0
PEE;maize wp;7.9499998;0
CLZ;rapeseed(ung);20.9500008;0
PEE;maize wp;6.77;0
TTS;soya meal;52.9411774;0
CLZ;rapeseed(ung);18.2999992;0
ANF;animal feed;54.6419144;0
EHH;grass silage;15.8999996;0
FRG;wheat (ung);11.3999996;0
ANF;animal feed;54.0940704;0
FRG;wheat (ung);11.9499998;0
ANF;animal feed;49.3828545;0
PEE;maize wp;7.1399999;0
CLZ;rapeseed(ung);19.5499992;0
FFS;full fat soya;41.8798828;0
CLZ;rapeseed(ung);18.5499992;0
ANF;animal feed;49.9811974;0
CLZ;rapeseed(ung);16.0;0
CLZ;rapeseed(ung);23.8999996;0
CLZ;rapeseed(ung);22.5799999;0
CNG;corn gluten;68.2350464;0
ANF;animal feed;48.9502754;0
TTS;soya meal;51.1972656;0
TTS;soya meal;49.1615448;0
MPW;milk powder & whey;36.6962814;0
FFS;full fat soya;40.7008553;0
PEE;maize wp;6.0700002;0
FRG;wheat (ung);11.8000002;0
MPW;milk powder & whey;12.5827208;0
CLZ;rapeseed(ung);20.2199993;0
FFS;full fat soya;39.6879997;0
TTS;soya meal;51.5288773;0
FFS;full fat soya;41.0490303;0
TTS;soya meal;53.9682541;0
ANF;animal feed;48.5872765;0
FRG;wheat (ung);11.3933001;0
PEE;maize wp;7.6999998;0
ANF;animal feed;49.9081764;0
TTS;soya meal;55.9537582;0
PEE;maize wp;8.4099998;0
EHH;grass silage;21.1000004;0
SFG;sun flower seed(gr);16.2668533;0
ANF;animal feed;56.4889107;0
FFS;full fat soya;40.8281403;0
PEE;maize wp;8.0600004;0
PEE;maize wp;7.4099998;0
FFS;full fat soya;40.9952698;0
TTS;soya meal;55.4919891;0
TTS;soya meal;53.8011703;0
TTS;soya meal;52.0;0
EHH;grass silage;23.6599998;0
FFS;full fat soya;40.3741989;0
FFS;full fat soya;40.1895752;0
FFS;full fat soya;38.4784584;0
CLZ;rapeseed(ung);26.1299992;0
TTS;soya meal;54.9942589;0
EHH;grass silage;17.3999996;0
EHH;grass silage;18.7000008;0
CLZ;rapeseed(ung);22.6800003;0
PEE;maize wp;7.921;0
PEE;maize wp;7.46;0
MPW;milk powder & whey;35.5692635;0
SFG;sun flower seed(gr);17.2332916;0
PEE;maize wp;7.5100002;0
FFS;full fat soya;40.0058517;0
ANF;animal feed;53.5387192;0
